OTU	Size	Taxonomy
Alishewanella	0.000444816890417377	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alishewanella
Alistipes	0.182146607827898	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
Alkalibacterium	0.000225989475237056	Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Alkalibacterium
Alkalimonas	0.000204144109191379	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;NA;Alkalimonas
Alkaliphilus	0.000191575946035832	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Alkaliphilus
Alkanindiges	0.00514986926180963	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Alkanindiges
Allobaculum	2.01023075195514e-05	Bacteria;Tenericutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;Allobaculum
Allochromatium	3.11897538358759e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Allochromatium
Alloiococcus	0.000212924268693898	Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Alloiococcus
Alloscardovia	0.000276019816350428	Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Alloscardovia
Alteromonas	0.0145267568432824	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas
Alysiella	9.8264010485092e-06	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Alysiella
Amaricoccus	0.0206966195788026	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Amaricoccus
Ammoniphilus	0.000200031426269616	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Ammoniphilus
Amphritea	0.00989982066177842	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Amphritea
Amycolatopsis	0.00326009666332597	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Pseudonocardiaceae;Amycolatopsis
Anabaena	0.00182270669552121	Bacteria;Cyanobacteria;Nostocophycideae;Nostocales;Nostocaceae;Anabaena
Anabaenopsis	1.29647903124028e-05	Bacteria;Cyanobacteria;Nostocophycideae;Nostocales;Nostocaceae;Anabaenopsis
Anaerobacillus	1.67364774955979e-05	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Anaerobacillus
Anaerobiospirillum	0.00016925847214848	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Succinivibrionaceae;Anaerobiospirillum
Anaerococcus	0.188765981217618	Bacteria;Firmicutes;Clostridia;Clostridiales;ClostridialesFamilyXI.IncertaeSedis;Anaerococcus
Anaerofustis	0.0320172844818781	Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Anaerofustis
Anaeroglobus	8.89047177799463e-05	Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Anaeroglobus
Anaerolinea	0.0153910284686151	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolinaceae;Anaerolinea
Anaeromyxobacter	0.0408483365120927	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Anaeromyxobacter
Anaeroplasma	9.62407602609668e-06	Bacteria;Tenericutes;Mollicutes;Anaeroplasmatales;Anaeroplasmataceae;Anaeroplasma
Anaerostipes	0.000474691240029044	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerostipes
Anaerotruncus	0.0154498293880466	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaerotruncus
Anaerovorax	0.003269396587198	Bacteria;Firmicutes;Clostridia;Clostridiales;ClostridialesFamilyXIII.IncertaeSedis;Anaerovorax
Ancylobacter	1.09963993341817e-05	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Ancylobacter
Aneurinibacillus	1.60451904989548e-05	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Aneurinibacillus
Anoxybacillus	1.90346679787927e-05	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Anoxybacillus
Antarctobacter	5.89533065354533e-05	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Antarctobacter
Aphanizomenon	0.000402086932829491	Bacteria;Cyanobacteria;Nostocophycideae;Nostocales;Nostocaceae;Aphanizomenon
Aphanothece	8.72522551679965e-05	Bacteria;Cyanobacteria;Oscillatoriophycideae;Chroococcales;Cyanobacteriaceae;Aphanothece
Aquabacterium	0.020058532884182	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;NA;Aquabacterium
Aquamonas	0.0153557469937331	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Aquamonas
Aquicella	0.00867886866540533	Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;Aquicella
Aquiflexum	0.000351371824176883	Bacteria;Bacteroidetes;Sphingobacteria;Sphingobacteriales;Cyclobacteriaceae;Aquiflexum
Aquimarina	0.000749710056831787	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Aquimarina
Aquimonas	0.00106865006848453	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Aquimonas
Aquitalea	3.8461391465464e-05	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Aquitalea
Arcanobacterium	0.000351224005752367	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Arcanobacterium
Arcobacter	0.00119958847638889	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Arcobacter
Arctic95A_2	2.97021303510157e-05	Bacteria;SAR406;AB16;Arctic96B_7;A714017;Arctic95A_2
Arhodomonas	0.000422102899888396	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Arhodomonas
Armatimonas	0.000566442954377899	Bacteria;Armatimonadetes;Armatimonadia;Armatimonadales;Armatimonadaceae;Armatimonas
Arsenicicoccus	0.000349766112818178	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Intrasporangiaceae;Arsenicicoccus
Arsenophonus	6.2392492065668e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Arsenophonus
Arthrobacter	0.0154283447589093	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Arthrobacter
Asaia	1.17637725315443e-05	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Asaia
Asticcacaulis	0.000567734443849089	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Asticcacaulis
Atopobium	0.00453714759827449	Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Atopobium
Aurantimonas	0.00567570387124306	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Aurantimonadaceae;Aurantimonas
Aureispira	0.00248331725229765	Bacteria;Bacteroidetes;Sphingobacteria;Sphingobacteriales;Saprospiraceae;Aureispira
Averyella	1.0937719776331e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Averyella
Avibacterium	1.6495881989924e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Avibacterium
Azoarcus	9.05992531920505e-06	Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Azoarcus
Azohydromonas	0.0233457579231905	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Azohydromonas
Azomonas	5.72468618461197e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Azomonas
Azonexus	3.56782792967714e-05	Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Azonexus
Azorhizobium	0.000147631858694772	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Azorhizobium
Azorhizophilus	4.75007088771471e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Azorhizophilus
Azospira	0.000817578102776512	Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Azospira
Azospirillum	0.00070248577592153	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Azospirillum
Azotobacter	0.00859191274817741	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Azotobacter
Azovibrio	0.000370372651234082	Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Azovibrio
Bacillus	0.0220422653329494	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus
Bacillus_1	0.000122714020928594	Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Bacillus
Bacteriovorax	0.0029996759814167	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;Bacteriovorax
Bacteroides	2.34694331839547	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Bacteroides_1	0.000664789233684022	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Bacteroides
Bacteroides_2	0.010823018667501	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Bacteroides
Balneimonas	0.0123359322191417	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Balneimonas
Balneola	0.012576007008762	Bacteria;Bacteroidetes;Sphingobacteria;Sphingobacteriales;Balneolaceae;Balneola
Bartonella	0.00181991460439657	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bartonellaceae;Bartonella
Basfia	6.71700632328641e-06	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Basfia
BD2_13	0.0032003646127289	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Alteromonadaceae;BD2_13
BD2_6	0.00333814407967517	Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Thermodesulfovibrionaceae;BD2_6
Bdellovibrio	0.0101627638495864	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio
Beggiatoa	3.58189700385474e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Beggiatoa
Beijerinckia	0.00376194642072888	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Beijerinckia
Bellilinea	9.62407602609668e-06	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolinaceae;Bellilinea
Bergeriella	0.000104393600538164	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Bergeriella
Bergeyella	0.000368476593920337	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Bergeyella
BHB21	1.07848415434173e-05	Bacteria;Spirochaetes;WWE1;PBS_18;SHA_4;BHB21
Bibersteinia	2.19465703736965e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Bibersteinia
Bifidobacterium	0.616521431116493	Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium
Bilophila	0.00185541154490283	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Bilophila
Bizionia	0.000142390425732207	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Bizionia
Blastochloris	7.48714052614851e-05	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Blastochloris
Blastomonas	0.000552610641225585	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Blastomonas
Blastopirellula	0.000241089460156224	Bacteria;Planctomycetes;Planctomycea;Pirellulales;NA;Blastopirellula
Blattabacterium	8.27170368589781e-06	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Blattabacteriaceae;Blattabacterium
Blautia	0.237865473802515	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia
Bordetella	0.000680893207300151	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella
Bosea	0.00793794281833764	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bosea
Brachybacterium	0.00271233972819123	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Dermabacteraceae;Brachybacterium
Brachymonas	0.0213789864060655	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Brachymonas
Bradyrhizobium	0.0330106627088818	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium
Brenneria	4.34756253932798e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Brenneria
Brevibacillus	0.000102474672869219	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Brevibacillus
Brevibacterium	0.00484646351466009	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Brevibacteriaceae;Brevibacterium
Brevundimonas	0.0354462795728985	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas
Buchnera	0.00180352477697337	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Buchnera
Bulleidia	0.00199937423822942	Bacteria;Tenericutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;Bulleidia
Burkholderia	0.101982371121297	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia
Buttiauxella	0.000177741704672024	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Buttiauxella
Butyrivibrio	0.0010312000351428	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Butyrivibrio
C1_B004	0.00688580845446744	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolinaceae;C1_B004
Caedibacter	0.000366358035755328	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;NA;Caedibacter
Caldilinea	0.0143906390896602	Bacteria;Chloroflexi;Anaerolineae;Caldilineales;Caldilineaceae;Caldilinea
Caldimonas	8.85670282873408e-06	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Caldimonas
Caloramator	0.000886456292329448	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Caloramator
Calothrix	3.61173916945117e-05	Bacteria;Cyanobacteria;Nostocophycideae;Nostocales;Rivulariaceae;Calothrix
Campylobacter	0.0557005965363309	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter
CandidatusAmoebophilus	0.000958228773051565	Bacteria;Bacteroidetes;NA;NA;NA;CandidatusAmoebophilus
CandidatusAnammoxoglobus	2.22290591883626e-05	Bacteria;Planctomycetes;Kueneniae;Kueneniales;Kueneniaceae;CandidatusAnammoxoglobus
CandidatusAquiluna	0.022257900609582	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;CandidatusAquiluna
CandidatusAquirestis	0.117155092765527	Bacteria;Bacteroidetes;Sphingobacteria;Sphingobacteriales;Saprospiraceae;CandidatusAquirestis
CandidatusAzobacteroides	0.000336775631227829	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;CandidatusAzobacteroides
CandidatusBlochmannia	0.000814287543075586	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;CandidatusBlochmannia
CandidatusBrocadia	1.07848415434173e-05	Bacteria;Planctomycetes;Kueneniae;Kueneniales;Kueneniaceae;CandidatusBrocadia
CandidatusCloacamonas	1.10970159593076e-05	Bacteria;Spirochaetes;WWE1;PBS_18;SHA_4;CandidatusCloacamonas
CandidatusEndobugula	0.00696602520560748	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Alteromonadaceae;CandidatusEndobugula
CandidatusEntotheonella	0.00366069624936666	Bacteria;Proteobacteria;Deltaproteobacteria;Entotheonellales;Entotheonellaceae;CandidatusEntotheonella
CandidatusHamiltonella	1.03430938426082e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;CandidatusHamiltonella
CandidatusKoribacter	0.0368901428772773	Bacteria;Acidobacteria;NA;NA;Koribacteraceae;CandidatusKoribacter
CandidatusMethanoregula	0.00121511656504692	Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;NA;CandidatusMethanoregula
CandidatusMethylacidiphilum	1.83399127472668e-05	Bacteria;Verrucomicrobia;Methylacidiphilae;Methylacidiphilales;Methylacidiphilaceae;CandidatusMethylacidiphilum
CandidatusMethylomirabilis	2.24077479673977e-05	Bacteria;NC10;12_24;Methylomirabiliales;Methylomirabiliaceae;CandidatusMethylomirabilis
CandidatusNitrososphaera	0.108455625604079	Archaea;Crenarchaeota;Thaumarchaeota;Nitrososphaerales;Nitrososphaeraceae;CandidatusNitrososphaera
CandidatusOdyssella	0.0050590087585075	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;NA;CandidatusOdyssella
CandidatusPelagibacter	0.555774302662245	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;NA;CandidatusPelagibacter
CandidatusPhlomobacter	7.88957707913725e-06	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;CandidatusPhlomobacter
CandidatusPortiera	0.724625683955934	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;CandidatusPortiera
CandidatusProtochlamydia	0.000419987056327664	Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Parachlamydiaceae;CandidatusProtochlamydia
CandidatusRegiella	1.44904931363434e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;CandidatusRegiella
CandidatusRhabdochlamydia	0.000831568380606095	Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Rhabdochlamydiaceae;CandidatusRhabdochlamydia
CandidatusRhodoluna	0.00693776874903689	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;CandidatusRhodoluna
CandidatusSolibacter	0.502980150746715	Bacteria;Acidobacteria;Solibacteres;Solibacterales;Solibacteraceae;CandidatusSolibacter
CandidatusSulcia	0.000252784581530893	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;NA;CandidatusSulcia
CandidatusTremblaya	4.52544338729226e-05	Bacteria;Proteobacteria;Betaproteobacteria;NA;NA;CandidatusTremblaya
CandidatusXiphinematobacter	0.0751030933594302	Bacteria;Verrucomicrobia;Spartobacteria;Spartobacteriales;Spartobacteriaceae;CandidatusXiphinematobacter
Capnocytophaga	0.086428438543552	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Capnocytophaga
Cardiobacterium	0.00460716141952954	Bacteria;Proteobacteria;Gammaproteobacteria;Cardiobacteriales;Cardiobacteriaceae;Cardiobacterium
Carnobacterium	0.000625396402120408	Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium
Catellatospora	0.00153557974105991	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporaceae;Catellatospora
Catellibacterium	2.07132263944298e-05	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Catellibacterium
Catenibacterium	0.0425964720408725	Bacteria;Tenericutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;Catenibacterium
Catenulispora	0.00153800919972388	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Catenulisporaceae;Catenulispora
Catonella	0.000414788894164735	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Catonella
Caulobacter	0.00928992577310972	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter
Cedecea	1.1621444060446e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Cedecea
Celerinatantimonas	1.06869459405048e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Celerinatantimonadaceae;Celerinatantimonas
